,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
20,20,4.0,0.9821000099182129,"crore, level, water, land, allege, protest, revenue, september, work, market","['cable', 'stay', 'bridge', 'durgam', 'cheruvu', 'set', 'launch', 'september', 'hand', 'minister', 'municipal', 'administration', 'urban', 'development', 't', 'rama', 'rao', 'iconic', 'structure', 'flyover', 'road', 'jubilee', 'hill', 'inaugurate', 'minister', 'simultaneously', 'note', 'ghmc', 'say', 'launch', 'schedule', 'september', 'initially', 'postpone', 'owe', 'torrential', 'downpour', 'continuously', 'days', 'inundate', 'part', 'city', 'bridge', 'flyover', 'expect', 'shorten', 'distance', 'jubilee', 'hill', 'hitec', 'city', 'gachibowli', 'reduce', 'traffic', 'congestion', 'jubilee', 'hill', 'road', 'madhapur', 'main', 'road']"
21,21,0.0,0.9158999919891357,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['west', 'bengal', 'chief', 'minister', 'mamata', 'banerjee', 'thursday', 'announce', 'club', 'organise', 'durga', 'puja', 'state', 'financial', 'assistance']"
22,22,4.0,0.9675999879837036,"crore, level, water, land, allege, protest, revenue, september, work, market","['hyderabad', 'runners', 'organise', 'rd', 'webinar', 'm', 'saturday', 'weekly', 'webinar', 'series', 'label', 'track', 'address', 'sardar', 'vallabhbhai', 'patel', 'national', 'police', 'academy', 'director', 'atul', 'karwal', 'ultra', 'marathoner', 'triathlete', 'speak', 'topic', 'fitness', 'valor', 'service', 'lead', 'example']"
23,23,3.0,0.9939000010490417,"police, test, district, court, report, health, patients, september, positive, accuse","['seven', 'indian', 'police', 'service', 'officer', 'state', 'undergo', 'mid', 'career', 'train', 'programme', 'mctp', 'phase', 'iii', 'sardar', 'vallabhbhai', 'patel', 'national', 'police', 'academy', 'svpnpa', 'test', 'positive', 'coronavirus', 'asymptomatic', 'administration', 'isolate', 'special', 'facilities', 'campus', 'primary', 'contact', 'victims', 'identify', 'isolate', 'confirm', 'hindu', 'npa', 'director', 'atul', 'karwal', 'say', 'ips', 'officials', 'country', 'seven', 'years', 'service', 'come', 'alma', 'mater', 'second', 'week', 'september', 'prepare', 'level', 'competency', 'hone', 'skills', 'global', 'perspective', 'quarantine', 'days', 'come', 'campus', 'cadre', 'online', 'train', 'start', 'september', 'schedule', 'attend', 'accommodations', 'say', 'weekend', 'polymerase', 'chain', 'reaction', 'pcr', 'antibody', 'test', 'conduct', 'quarantine', 'officials', 'result', 'tuesday', 'seven', 'test', 'positive', 'today', 'start', 'regular', 'train', 'test', 'negative', 'class', 'conduct', 'outdoors', 'precautionary', 'measure', 'official', 'say', 'face', 'pandemic', 'police', 'officer', 'frontline', 'force', 'work', 'covid', 'warriors', 'state', 'chance', 'infection', 'obviously', 'high', 'mr', 'karwal', 'say', 'add', 'contract', 'virus', 'journey', 'hyderabad', 'infect', 'officials', 'allow', 'attend', 'class', 'online', 'say', 'npa', 'suspend', 'train', 'program', 'alumni', 'battle', 'set', 'example', 'say', 'earlier', 'month', 'staff', 'members', 'academy', 'test', 'positive', 'covid', 'non', 'gazette', 'officials', 'live', 'site', 'locate', 'opposite', 'main', 'campus', 'mainly', 'attach', 'maintenance', 'administrative', 'wing']"
24,24,3.0,0.704200029373169,"police, test, district, court, report, health, patients, september, positive, accuse","['win', 'loss', 'match', 'chennai', 'super', 'kings', 'take', 'delhi', 'capitals', 'game', 'seven', 'days', 'friday', 'dubai', 'head', 'coach', 'stephen', 'fleming', 'say', 'team', 'find', 'feet', 'figure', 'right', 'combination']"
25,25,3.0,0.6503000259399414,"police, test, district, court, report, health, patients, september, positive, accuse","['repeat', 'covid', 'episodes', 'report', 'man', 'thrissur', 'pose', 'diagnostic', 'challenge', 'health', 'officials']"
26,26,4.0,0.47920000553131104,"crore, level, water, land, allege, protest, revenue, september, work, market","['malkajgiri', 'assistant', 'commissioner', 'police', 'narasimha', 'reddy', 'anti', 'corruption', 'bureau', 'officials', 'register', 'corruption', 'case', 'lodge', 'chanchalguda', 'central', 'prison', 'thursday']"
27,27,4.0,0.9760000109672546,"crore, level, water, land, allege, protest, revenue, september, work, market","['ambulance', 'covid', 'test', 'unit', 'gift', 'minister', 't', 'rama', 'rao', 'trs', 'leader', 'malkajgiri', 'parliamentary', 'constituency', 'charge', 'marri', 'rajashekar', 'reddy', 'ambulance', 'gift', 'response', 'gift', 'smile', 'give', 'mr', 'ktr', 'say', 'mr', 'reddy', 'add', 'happy', 'humanitarian', 'service', 'mr', 'ktr', 'officially', 'launch', 'public', 'service', 'cantonment', 'board', 'members', 'senior', 'leaders', 'present', 'occasion']"
28,28,3.0,0.993399977684021,"police, test, district, court, report, health, patients, september, positive, accuse","['toll', 'covid', 'rise', 'south', 'coastal', 'andhra', 'pradesh', 'patients', 'succumb', 'virus', 'nellore', 'prakasam', 'district', 'hours', 'patients', 'die', 'prakasam', 'district', 'take', 'toll', 'nellore', 'district', 'report', 'death', 'take', 'count', 'accord', 'health', 'bulletin', 'release', 'state', 'government', 'thursday', 'night', 'infections', 'outnumber', 'recoveries', 'new', 'infections', 'outnumber', 'number', 'patients', 'discharge', 'covid', 'facilities', 'district', 'hours', 'time', 'week', 'recovery', 'count', 'single', 'day', 'spike', 'earlier', 'week', 'persons', 'test', 'positive', 'virus', 'patients', 'recover', 'district', 'hours', 'tally', 'go', 'include', 'nellore', 'district', 'prakasam', 'district', 'report', 'single', 'day', 'spike', 'case', 'hours', 'compare', 'record', 'previous', 'day', 'highest', 'incidence', 'new', 'infections', 'single', 'day', 'state', 'daily', 'recovery', 'count', 'number', 'active', 'case', 'stand', 'till', 'date', 'patients', 'recover', 'infection', 'nellore', 'district', 'report', 'new', 'case', 'patients', 'recover', 'infection', 'period', 'take', 'active', 'case', 'till', 'date', 'patients', 'recover', 'infection', 'virtual', 'lok', 'adalat', 'prakasam', 'district', 'legal', 'service', 'authority', 'decide', 'organise', 'lok', 'adalat', 'saturday', 'video', 'link', 'view', 'spread', 'coronavirus', 'dlsa', 'chairperson', 'principal', 'district', 'judge', 'venkata', 'jyothirmayi', 'hold', 'virtual', 'meet', 'lawyers', 'police', 'insurance', 'firm', 'identify', 'case', 'scope', 'settlement']"
29,29,1.0,0.9473000168800354,"jones, temple, inscriptions, trump, india, period, vote, day, number, poll","['candidates', 'appear', 'electrical', 'mechanical', 'management', 'train', 'exam', 'singareni', 'collieries', 'company', 'limit', 'sccl', 'object', 'release', 'result', 'secretly', 'investigation', 'exam', 'scam']"
30,30,4.0,0.5730999708175659,"crore, level, water, land, allege, protest, revenue, september, work, market","['state', 'record', 'case', 'wednesday', 'september', 'take', 'total', 'number', 'case', 'persons', 'die', 'covid', 'wednesday', 'spike', 'total', 'number', 'fatalities', 'persons', 'test', 'report', 'await', 'test', 'primary', 'contact', 'secondary', 'contact', 'total', 'persons', 'state', 'test', 'till', 'wednesday', 'trend', 'areas', 'greater', 'hyderabad', 'municipal', 'corporation', 'ghmc', 'limit', 'record', 'highest', 'number', 'case', 'telangana', 'continue', 'persons', 'test', 'positive', 'marginal', 'dip', 'record', 'day', 'sangareddy', 'district', 'record', 'case', 'follow', 'medchal', 'malkajgiri', 'nalgonda', 'karimnagar', 'siddipet', 'warangal', 'urban', 'case', 'medical', 'bulletin', 'state', 'age', 'group', 'test', 'positive', 'compare', 'age', 'group', 'men', 'women', 'test', 'positive', 'follow', 'age', 'group', 'men', 'women', 'test', 'positive']"
31,31,4.0,0.583299994468689,"crore, level, water, land, allege, protest, revenue, september, work, market",['nan']
32,32,0.0,0.8181999921798706,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['south', 'central', 'railway', 'scr', 'carry', 'passengers', 'daily', 'special', 'train', 'destinations', 'country', 'pair', 'train', 'pass', 'zone', 'pandemic', 'passenger', 'count', 'tune', 'lakh', 'day']"
33,33,1.0,0.5508999824523926,"jones, temple, inscriptions, trump, india, period, vote, day, number, poll","['new', 'high', 'coronavirus', 'covid', 'case', 'thursday', 'kerala', 'pandemic', 'course', 'appear', 'match', 'projections', 'peak', 'mid', 'september', 'week', 'october', 'steep', 'rise', 'evident', 'jump', 'case', 'day', 'state', 'hike', 'test', 'hour', 'period', 'sample', 'wednesday', 'thursday', 'cumulative', 'case', 'stand', 'patients', 'treat', 'hospitals', 'patients', 'critically', 'ill', 'icus', 'ventilator', 'support', 'state', 'toll', 'surge', 'fatalities', 'deaths', 'add', 'toll', 'thursday', 'occur', 'september', 'thiruvananthapuram', 'account', 'deaths', 'alapuzha', 'seven', 'death', 'report', 'ernakulam', 'thrissur', 'kozhikode', 'nearly', 'new', 'case', 'locally', 'acquire', 'infections', 'sudden', 'rise', 'case', 'kozhikode', 'new', 'case', 'district', 'follow', 'thiruvananthapuram', 'case', 'malappuram', 'ernakulam', 'thrissur', 'alapuzha', 'kollam', 'kannur', 'palakkad', 'kottayam', 'kasaragod', 'pathanamthitta', 'idukki', 'wayanad', 'thiruvananthapuram', 'maximum', 'active', 'patients', 'kozhikode', 'ernakulam', 'patients', 'idukki', 'wayanad', 'district', 'active', 'case', 'digits', 'andhra', 'pradesh', 'tally', 'exceed', 'lakh', 'thursday', 'new', 'infections', 'fresh', 'deaths', 'daily', 'test', 'level', 'stand', 'sample', 'east', 'godavari', 'district', 'report', 'new', 'case', 'deaths', 'follow', 'west', 'godavari', 'case', 'deaths', 'prakasam', 'chittoor', 'guntur', 'kadapa', 'anantapur', 'srikakulam', 'visakhapatnam', 'nellore', 'vizianagaram', 'krishna', 'kurnool', 'telangana', 'record', 'case', 'wednesday', 'people', 'die', 'test', 'cover', 'sample', 'greater', 'hyderabad', 'sangareddy', 'case', 'medchal', 'malkajgiri', 'nalgonda', 'karimnagar', 'siddipet', 'warangal', 'urban', 'case', 'karnataka', 'thursday', 'report', 'case', 'deaths', 'case', 'marginally', 'higher', 'wednesday', 'number', 'lower', 'precede', 'day', 'average', 'attribute', 'protest', 'karnataka', 'health', 'workers', 'hit', 'surveillance', 'test', 'report', 'fresh', 'test', 'stand', 'include', 'rapid', 'antigen', 'test', 'bengaluru', 'urban', 'saw', 'record', 'case', 'input', 'vijayawada', 'hyderabad', 'bengaluru', 'bureaus']"
34,34,5.0,0.987500011920929,"farmers, india, bill, health, farm, price, protest, market, patients, care","['tata', 'institute', 'fundamental', 'research', 'tifr', 'hyderabad', 'develop', 'low', 'cost', 'rechargeable', 'mask', 'increase', 'efficacy', 'achieve', 'graphene', 'oxide', 'base', 'paint', 'layer', 'mask', 'accord', 'tata', 'institute', 'fundamental', 'research', 'regular', 'mask', 'filter', 'particles', 'microns', 'size', 'efficiency', 'fibres', 'mask', 'pose', 'mechanical', 'barrier', 'electrostatic', 'charge', 'surface', 'mask', 'trap', 'particles', 'usage', 'electrostatic', 'charge', 'mask', 'erode', 'away', 'decrease', 'filter', 'efficiency', 'mask', 'address', 'bottleneck', 'researchers', 'tifr', 'hyderabad', 'develop', 'low', 'cost', 'rechargeable', 'mask', 'statement', 'tifr', 'read', 'mask', 'reusable', 'standard', 'decontamination', 'procedures', 'lose', 'efficiency', 'recharge', 'small', 'movements', 'movement', 'jaw', 'research', 'lead', 'dr', 'rajalakshmi', 'prof', 'n', 'narayan', 'graduate', 'students', 'stelbin', 'peter', 'figerez', 'sudeshna', 'patra', 'researchers', 'develop', 'device', 'test', 'mask', 'quality']"
35,35,4.0,0.9700000286102295,"crore, level, water, land, allege, protest, revenue, september, work, market","['benchmark', 'stock', 'indices', 'slump', 'thursday', 'take', 'cue', 'sell', 'witness', 's', 'european', 'market', 'diversion', 'fund', 'secondary', 'market', 'primary', 'market', 'investors', 'seek', 'bid', 'multiple', 'initial', 'public', 'offer', 'ipos', 'add', 'meltdown', 'analysts', 'say', 'add', 'market', 'remain', 'weak', 'days', 'ahead']"
36,36,2.0,0.9294000267982483,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['mazagon', 'dock', 'shipbuilders', 'defence', 'psu', 'announce', 'open', 'initial', 'public', 'offer', 'subscription', 'september', 'price', 'band', 'equity', 'share']"
37,37,4.0,0.9689000248908997,"crore, level, water, land, allege, protest, revenue, september, work, market","['confederation', 'indian', 'industry', 'cii', 'write', 'rbi', 'seek', 'change', 'central', 'bank', 'recent', 'circular', 'current', 'account', 'rule', 'current', 'form', 'lead', 'manifold', 'increase', 'operational', 'workflows', 'inefficiencies', 'delay', 'cost', 'delivery', 'products', 'threaten', 'survival', 'smaller', 'bank', 'cii', 'say']"
38,38,0.0,0.9943000078201294,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['corporate', 'india', 'get', 'months', 'relief', 'invocation', 'insolvency', 'bankruptcy', 'proceed', 'lenders', 'government', 'extend', 'suspension', 'relevant', 'provision', 'insolvency', 'bankruptcy', 'code', 'ibc', 'firm', 'default', 'loan', 'march', 'year', 'ibc', 'invocation', 'suspend', 'period', 'months', 'view', 'emergent', 'stress', 'balance', 'sheet', 'covid', 'pandemic', 'national', 'lockdown', 'announce', 'march', 'corporate', 'affairs', 'ministry', 'notify', 'month', 'extension', 'thursday', 'even', 'month', 'period', 'end', 'finance', 'minister', 'nirmala', 'sitharaman', 'say', 'extension', 'suspension', 'section', 'ibc', 'reinforce', 'government', 'commitment', 'protect', 'businesses', 'give', 'company', 'breathe', 'time', 'recover', 'financial', 'stress', 'say', 'tweet', 'government', 'issue', 'ordinance', 'amend', 'ibc', 'june', 'enable', 'suspension', 'code', 'provision', 'firm', 'commit', 'default', 'march', 'ordinance', 'permit', 'government', 'extend', 'suspension', 'insolvency', 'invocation', 'year', 'pass', 'legislation', 'parliament', 'week', 'result', 'elusive', 'notification', 'expect', 'desire', 'result', 'elusive', 'say', 'anoop', 'rawat', 'partner', 'insolvency', 'bankruptcy', 'shardul', 'amarchand', 'mangaldas', 'rate', 'stress', 'resolution', 'outside', 'ibc', 'abysmal', 'stress', 'accumulate', 'add', 'mr', 'rawat', 'hop', 'months', 'build', 'stakeholder', 'consensus', 'resolve', 'stress', 'create', 'account', 'covid', 'avoid', 'build', 'stress', 'end', 'period', 'economy', 'contract', 'quarter', 'harshest', 'lockdown', 'restrictions', 'place', 'industry', 'significant', 'revival', 'revenues', 'consumers', 'remain', 'cautious', 'hold', 'cash', 'amid', 'surge', 'novel', 'coronavirus', 'infections', 'dwindle', 'job', 'incomes', 'suspension', 'corporate', 'insolvency', 'resolution', 'process', 'months', 'help', 'company', 'stay', 'afloat', 'say', 'uttara', 'kolhatkar', 'partner', 'sagar', 'associate', 'current', 'covid', 'situation', 'debilitate', 'effect', 'indian', 'economic', 'situation', 'pass', 'stress', 'company', 'need', 'cushion', 'effect', 'add']"
39,39,3.0,0.9355000257492065,"police, test, district, court, report, health, patients, september, positive, accuse","['telangana', 'high', 'court', 'thursday', 'direct', 'state', 'government', 'file', 'report', 'reason', 'conduct', 'lesser', 'number', 'coronavirus', 'confirmation', 'test', 'state']"
40,40,5.0,0.944100022315979,"farmers, india, bill, health, farm, price, protest, market, patients, care","['orphanages', 'children', 'protection', 'home', 'hyderabad', 'rangareddy', 'medchal', 'malkajgiri', 'district', 'face', 'closure', 'month', 'time', 'owe', 'irregularities', 'function']"
41,41,2.0,0.5307999849319458,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['bharatiya', 'janata', 'party', 'bjp', 'activists', 'leaders', 'thursday', 'stag', 'protest', 'vizianagaram', 'srikakulam', 'collectorates', 'demand', 'civil', 'supply', 'minister', 'kodali', 'venkateswara', 'rao', 'nani', 'remove', 'sate', 'cabinet', 'immediately', 'derogatory', 'comment', 'hindu', 'gods', 'tv', 'debate', 'recently', 'party', 'vizianagaram', 'district', 'president', 'reddi', 'pavani', 'accuse', 'ysrcp', 'government', 'rake', 'religious', 'sentiments', 'consolidate', 'vote', 'bank', 'minorities', 'bjp', 'leaders', 'subbarao', 'baggam', 'rajesh', 'kumar', 'bhavireddy', 'shivaprasad', 'reddy', 'teegala', 'haranath', 'raise', 'slogans', 'mr', 'venkateswara', 'rao', 'party', 'srikakulam', 'district', 'president', 'attada', 'ravi', 'babji', 'senior', 'leaders', 'pudi', 'tirupati', 'rao', 'duppala', 'ravindra', 'babu', 'try', 'enter', 'collector', 'office', 'register', 'protest', 'government', 'try', 'suppress', 'voice', 'bjp', 'cadres', 'misuse', 'power', 'allege', 'bjp', 'etcherla', 'constituency', 'charge', 'nadukuditi', 'eswara', 'rao', 'bjp', 'tekkali', 'convener', 'udaybhaskar', 'take', 'protest']"
42,42,5.0,0.9908000230789185,"farmers, india, bill, health, farm, price, protest, market, patients, care","['half', 'year', 'old', 'boy', 'genetic', 'liver', 'disorder', 'get', 'new', 'lease', 'life', 'doctor', 'pratima', 'hospitals', 'rare', 'hour', 'operation', 'free', 'cost', 'liver', 'ducts', 'affect', 'tejanshu', 'son', 'lakshman', 'rajitha', 'jannaram', 'mandal', 'cherlapalli', 'bring', 'hospital', 'rare', 'disease', 'call', 'congenital', 'biliary', 'atresia', 'cba', 'disorder', 'liver', 'ducts', 'develop', 'lead', 'jaundice', 'liver', 'failure', 'team', 'doctor', 'pratima', 'hospitals', 'kacheguda', 'lead', 'senior', 'surgical', 'gastroenterologist', 'ch', 'madhusudan', 'gastroenterologist', 'hepatologist', 'ramesh', 'kumar', 'successfully', 'perform', 'live', 'donor', 'liver', 'transplantation', 'surgery', 'donor', 'father', 'portion', 'liver', 'take', 'child', 'father', 'transplant', 'doctor', 'say', 'statement', 'doctor', 'say', 'liver', 'transplant', 'children', 'difficult', 'need', 'high', 'skills', 'expertise', 'children', 'blood', 'vessels', 'tiny', 'lead', 'liver', 'failure', 'surgery', 'failure', 'important', 'thing', 'need', 'perform', 'surgery', 'minimal', 'blood', 'loss', 'children', 'meticulously', 'magnify', 'loop', 'successfully', 'say', 'dr', 'madhusudan', 'assure', 'future', 'free', 'surgical', 'procedures', 'needy', 'little', 'boy', 'active', 'need', 'regular', 'follow', 'up', 'immuno', 'suppression', 'drug', 'press', 'release', 'say']"
43,43,5.0,0.9599999785423279,"farmers, india, bill, health, farm, price, protest, market, patients, care","['mg', 'motor', 'india', 'thursday', 'unveil', 'premium', 'sport', 'utility', 'vehicle', 'suv', 'gloster', 'level', 'autonomous', 'drive', 'feature', 'include', 'adaptive', 'cruise', 'control', 'acc', 'automatic', 'emergency', 'brake', 'aeb', 'automatic', 'park', 'assist', 'forward', 'collision', 'warn']"
44,44,0.0,0.5498999953269958,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['indian', 'content', 'share', 'platform', 'sharechat', 'thursday', 'say', 'raise', 'dollars', 'million', 'investors', 'include', 'twitter', 'lightspeed', 'venture', 'saif', 'partner', 'india', 'quotient', 'pawan', 'munjal', 'dcm', 'shriram', 'promoters', 'family', 'office']"
45,45,5.0,0.9710999727249146,"farmers, india, bill, health, farm, price, protest, market, patients, care","['havells', 'india', 'foray', 'refrigerators', 'unveil', 'model', 'lloyd', 'brand', 'price', 'range', 'company', 'say', 'plan', 'introduce', 'model', 'new', 'range', 'dish', 'washers', 'diwali', 'year', 'lloyd', 'today', 'brand', 'air', 'conditioners', 'segment', 'say', 'shashi', 'arora', 'ceo', 'lloyd', 'say', 'introduce', 'direct', 'cool', 'frost', 'free', 'range', 'refrigerators', 'complement', 'categories', 'attempt', 'lloyd', 'fledge', 'consumer', 'durable', 'brand', 'add']"
46,46,2.0,0.9160000085830688,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['reserve', 'bank', 'india', 'rbi', 'come', 'document', 'enhance', 'cybersecurity', 'urban', 'operative', 'bank', 'ucbs']"
